127.0.0.1 - - [12/Aug/2014:12:30:48 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:03 +0530] "GET /vision/user/css%20files/images/slider/loading.gif HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:03 +0530] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:14 +0530] "GET /vision/user/jsp%20files/index/information.jsp HTTP/1.1" 200 11735
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:14 +0530] "GET /vision/user/js%20files/scroll.js HTTP/1.1" 200 4701
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:14 +0530] "GET /vision/user/images/udaipur-city-map.jpg HTTP/1.1" 200 204036
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:31 +0530] "GET /vision/user/jsp%20files/index/features.jsp HTTP/1.1" 200 9127
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:32 +0530] "GET /vision/user/images/reasons/udaipur2.jpg HTTP/1.1" 200 159128
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:32 +0530] "GET /vision/user/images/reasons/4177219622_9a9aa36759_z.jpg HTTP/1.1" 200 133797
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:32 +0530] "GET /vision/user/images/reasons/udaipur_city_palace2.jpg HTTP/1.1" 200 54693
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:32 +0530] "GET /vision/user/images/reasons/ShilpGramGoaday-4-610x330.jpg HTTP/1.1" 200 70651
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:32 +0530] "GET /vision/user/images/reasons/Jagdish-Temple-Udaipur-640x480.jpg HTTP/1.1" 200 83625
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:31:50 +0530] "GET /vision/user/jsp%20files/index/login_signup.jsp HTTP/1.1" 200 5169
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:00 +0530] "POST /vision/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:00 +0530] "GET /vision/user/jsp%20files/error/loginerror.jsp HTTP/1.1" 200 5015
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:12 +0530] "POST /vision/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/jsp%20files/afterlogin/afterlogin_index.jsp HTTP/1.1" 200 7882
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/css%20files/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/js%20files/grid.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/images/loginform/user1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/images/grid/4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/images/grid/2.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/images/grid/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/images/grid/5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/images/grid/3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:13 +0530] "GET /vision/user/images/grid/6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:37 +0530] "GET /vision/user/jsp%20files/excursions/excursion.jsp HTTP/1.1" 200 9795
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:37 +0530] "GET /vision/user/images/kumbhalgarh/smallKumbhalgarh_fort_at_night-qpr.jpg HTTP/1.1" 200 24372
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:37 +0530] "GET /vision/user/images/chittorgarh/smallchittorgarh-fort-1-qpr.jpg HTTP/1.1" 200 52928
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:37 +0530] "GET /vision/user/images/haldighati/smallhaldighati-qpr.jpg HTTP/1.1" 200 47326
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:37 +0530] "GET /vision/user/images/ranakpur/smallranakpur-qpr.jpg HTTP/1.1" 200 59831
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:37 +0530] "GET /vision/user/images/sajjangarh/smallMonsoon_Palace-qpr.jpg HTTP/1.1" 200 36189
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:43 +0530] "GET /vision/user/jsp%20files/excursions/kumbhalgarh.jsp HTTP/1.1" 200 10077
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:43 +0530] "GET /vision/user/images/kumbhalgarh/kumbhalgarh-fort-udaipur-qpr.jpg HTTP/1.1" 200 164168
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:43 +0530] "GET /vision/user/images/kumbhalgarh/5-qpr.jpg HTTP/1.1" 200 172995
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:43 +0530] "GET /vision/user/images/kumbhalgarh/Kumbhalgarh_fort_at_night-qpr.jpg HTTP/1.1" 200 65228
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:43 +0530] "GET /vision/user/images/kumbhalgarh/634915278833825686_Udaipur-KumbhalgarhFort-qpr.jpg HTTP/1.1" 200 146145
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:43 +0530] "GET /vision/user/images/kumbhalgarh/fort-at-night-qpr.jpg HTTP/1.1" 200 56079
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:32:43 +0530] "GET /vision/user/images/kumbhalgarh/Kumbhalgarh-952_17-qpr.jpg HTTP/1.1" 200 198871
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:01 +0530] "GET /vision/user/jsp%20files/restaurants/restaurants.jsp HTTP/1.1" 200 2807
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:01 +0530] "GET /vision/user/js%20files/restaurants.js HTTP/1.1" 200 1977
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:09 +0530] "POST /vision/RestaurantSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:09 +0530] "GET /vision/user/jsp%20files/restaurants/international.jsp HTTP/1.1" 200 7988
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:10 +0530] "GET /vision/user/images/restaurants/mc%20donald.jpg HTTP/1.1" 200 10713
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:10 +0530] "GET /vision/user/images/restaurants/Cafe%20Coffee%20Day2.jpg HTTP/1.1" 200 39712
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:10 +0530] "GET /vision/user/images/restaurants/kfc-udaipur2.jpg HTTP/1.1" 200 155889
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:10 +0530] "GET /vision/user/images/restaurants/Pizza-hut-udaipur.jpg HTTP/1.1" 200 461936
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:25 +0530] "POST /vision/RestaurantSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:25 +0530] "GET /vision/user/jsp%20files/restaurants/rajasthani.jsp HTTP/1.1" 200 8548
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:26 +0530] "GET /vision/user/images/restaurants/Seating.jpg HTTP/1.1" 200 113215
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:26 +0530] "GET /vision/user/images/restaurants/natraj.jpg HTTP/1.1" 200 48354
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:26 +0530] "GET /vision/user/images/restaurants/natraj%20dining.jpg HTTP/1.1" 200 84216
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:26 +0530] "GET /vision/user/images/restaurants/welcome-entrance.jpg HTTP/1.1" 200 43946
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:26 +0530] "GET /vision/user/images/restaurants/bawarchi-restaurant-dining-550x330.jpg HTTP/1.1" 200 52379
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:40 +0530] "GET /vision/user/jsp%20files/restaurants/rajasthani2.jsp HTTP/1.1" 200 8575
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:40 +0530] "GET /vision/user/images/restaurants/whistling-teal.jpg HTTP/1.1" 200 43617
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:40 +0530] "GET /vision/user/images/restaurants/garden%20rest.jpg HTTP/1.1" 200 30208
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:40 +0530] "GET /vision/user/images/restaurants/khana-Khazana.jpg HTTP/1.1" 200 58191
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:40 +0530] "GET /vision/user/images/restaurants/maharana.jpg HTTP/1.1" 200 48181
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:33:40 +0530] "GET /vision/user/images/restaurants/aapni.jpg HTTP/1.1" 200 59425
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:03 +0530] "GET /vision/user/jsp%20files/restaurants/rajasthani.jsp HTTP/1.1" 200 8548
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:14 +0530] "POST /vision/RestaurantSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:14 +0530] "GET /vision/user/jsp%20files/restaurants/multicuisine.jsp HTTP/1.1" 200 8403
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:14 +0530] "GET /vision/user/images/restaurants/India-Udaipur-Jheel.jpg HTTP/1.1" 200 28430
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:14 +0530] "GET /vision/user/images/restaurants/parkview1.jpg HTTP/1.1" 200 59895
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:14 +0530] "GET /vision/user/images/restaurants/pantya.jpg HTTP/1.1" 200 11933
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:14 +0530] "GET /vision/user/images/restaurants/sunset-terrace.jpg HTTP/1.1" 200 39596
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:14 +0530] "GET /vision/user/images/restaurants/saffire.jpg HTTP/1.1" 200 11013
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:28 +0530] "GET /vision/user/jsp%20files/restaurants/multicuisine2.jsp HTTP/1.1" 200 8460
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:48 +0530] "GET /vision/user/jsp%20files/hotels/hotels.jsp HTTP/1.1" 200 2881
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:48 +0530] "GET /vision/user/js%20files/hotels.js HTTP/1.1" 200 1962
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:52 +0530] "POST /vision/HotelSelectionServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:52 +0530] "GET /vision/user/jsp%20files/hotels/heritagehotels.jsp HTTP/1.1" 200 3900
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:54 +0530] "GET /vision/HotelServlet?h_name=Garden%20Hotel HTTP/1.1" 200 5710
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:34:55 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 138543
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:35:16 +0530] "GET /vision/HotelServlet?h_name=Inder%20Prakash HTTP/1.1" 200 5719
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:35:16 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 89872
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:35:35 +0530] "GET /vision/HotelServlet?h_name=Kankarwa%20Haveli HTTP/1.1" 200 5829
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:35:35 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 28467
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:35:50 +0530] "GET /vision/HotelServlet?h_name=Hotel%20Shikarbadi HTTP/1.1" 200 6163
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:35:50 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 59383
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:36:03 +0530] "GET /vision/HotelServlet?h_name=Shree%20Jagdish%20Mahal HTTP/1.1" 200 4187
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:36:08 +0530] "GET /vision/HotelServlet?h_name=Udai%20Garh HTTP/1.1" 200 4187
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:36:13 +0530] "GET /vision/HotelServlet?h_name=Amar%20Kothi HTTP/1.1" 200 6356
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:36:13 +0530] "GET /vision/admin/show.jsp HTTP/1.1" 200 59044
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:36:36 +0530] "GET /vision/UpdateServlet HTTP/1.1" 200 3725
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:36:36 +0530] "GET /vision/user/js%20files/user_update.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:36:51 +0530] "GET /vision/LogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Aug/2014:12:36:51 +0530] "GET /vision/user/jsp%20files/index/index.jsp HTTP/1.1" 200 3066
